Date,Time,Interval (Seconds)
02/25/2017,09:54:05.978,0.779824
02/25/2017,09:54:06.980,1.012112
02/25/2017,09:54:07.880,0.895968
02/25/2017,09:54:08.668,0.779824
02/25/2017,09:54:08.824,0.199104
02/25/2017,09:54:09.379,0.530944
02/25/2017,09:54:09.667,0.282064
02/25/2017,09:54:10.211,0.547536
02/25/2017,09:54:11.047,0.813008
02/25/2017,09:54:11.821,0.796416
02/25/2017,09:54:12.606,0.779824
02/25/2017,09:54:13.425,0.8296
02/25/2017,09:54:14.205,0.74664
02/25/2017,09:54:14.962,0.74664
02/25/2017,09:54:15.591,0.6636799999999999
02/25/2017,09:54:16.407,0.796416
02/25/2017,09:54:17.180,0.813008
02/25/2017,09:54:17.950,0.74664
02/25/2017,09:54:18.819,0.8793759999999999
02/25/2017,09:54:19.672,0.8461919999999999
02/25/2017,09:54:20.383,0.7300479999999999
02/25/2017,09:54:21.178,0.7632319999999999
02/25/2017,09:54:21.985,0.8296
02/25/2017,09:54:22.557,0.547536
02/25/2017,09:54:23.486,0.9125599999999999
02/25/2017,09:54:23.631,0.18251199999999998
02/25/2017,09:54:24.238,0.564128
02/25/2017,09:54:24.782,0.597312
02/25/2017,09:54:25.612,0.813008
02/25/2017,09:54:26.413,0.74664
02/25/2017,09:54:27.019,0.647088
02/25/2017,09:54:27.745,0.7300479999999999
02/25/2017,09:54:27.987,0.215696
02/25/2017,09:54:28.470,0.481168
02/25/2017,09:54:29.194,0.779824
02/25/2017,09:54:30.076,0.862784
02/25/2017,09:54:30.857,0.779824
02/25/2017,09:54:31.627,0.779824
02/25/2017,09:54:32.365,0.713456
02/25/2017,09:54:33.301,0.962336
02/25/2017,09:54:34.191,0.8461919999999999
02/25/2017,09:54:34.691,0.530944
02/25/2017,09:54:35.266,0.547536
02/25/2017,09:54:35.738,0.447984
02/25/2017,09:54:36.242,0.547536
02/25/2017,09:54:37.002,0.779824
02/25/2017,09:54:37.820,0.779824
02/25/2017,09:54:38.622,0.796416
02/25/2017,09:54:39.409,0.796416
02/25/2017,09:54:40.219,0.74664
02/25/2017,09:54:40.937,0.713456
02/25/2017,09:54:41.634,0.74664
02/25/2017,09:54:42.222,0.613904
02/25/2017,09:54:42.900,0.6968639999999999
02/25/2017,09:54:43.795,0.647088
02/25/2017,09:54:44.584,0.7632319999999999
02/25/2017,09:54:45.141,0.647088
02/25/2017,09:55:29.165,0.613904
02/25/2017,09:55:29.349,0.713456
02/25/2017,09:55:29.514,0.796416
02/25/2017,09:55:45.220,0.962336
02/25/2017,09:55:45.849,0.779824
02/25/2017,09:55:46.599,0.74664
02/25/2017,09:55:47.282,0.796416
02/25/2017,09:55:48.002,0.74664
02/25/2017,09:55:48.779,0.74664
02/25/2017,09:55:49.599,0.796416
02/25/2017,09:55:50.437,0.895968
02/25/2017,09:55:51.687,1.2444
02/25/2017,09:55:52.586,0.895968
02/25/2017,09:55:52.739,0.08295999999999999
02/25/2017,09:55:53.737,1.045296
02/25/2017,09:55:54.463,0.74664
02/25/2017,09:55:55.283,0.8296
02/25/2017,09:55:56.113,0.779824
02/25/2017,09:55:56.848,0.779824
02/25/2017,09:55:57.770,0.929152
02/25/2017,09:55:58.646,0.8296
02/25/2017,09:55:59.246,0.647088
02/25/2017,09:56:00.073,0.813008
02/25/2017,09:56:00.817,0.7300479999999999
02/25/2017,09:56:01.336,0.481168
02/25/2017,09:56:02.069,0.74664
02/25/2017,09:56:02.876,0.796416
02/25/2017,09:56:03.660,0.8461919999999999
02/25/2017,09:56:04.495,0.813008
02/25/2017,09:56:05.327,0.813008
02/25/2017,09:56:05.799,0.481168
02/25/2017,09:56:06.131,0.315248
02/25/2017,09:56:06.603,0.481168
02/25/2017,09:56:07.256,0.680272
02/25/2017,09:56:07.645,0.398208
02/25/2017,09:56:07.709,0.033184
02/25/2017,09:56:08.030,0.265472
02/25/2017,09:56:08.207,0.24888
02/25/2017,09:56:09.219,0.9789279999999999
02/25/2017,09:56:10.240,1.061888
02/25/2017,09:56:11.022,0.7632319999999999
02/25/2017,09:56:11.695,0.6636799999999999
02/25/2017,09:56:13.276,0.9457439999999999
02/25/2017,09:56:14.214,0.962336
02/25/2017,09:56:15.010,0.7632319999999999
02/25/2017,09:56:15.847,0.8461919999999999
02/25/2017,09:56:16.657,0.813008
02/25/2017,09:56:17.546,0.8793759999999999
02/25/2017,09:56:18.458,0.9125599999999999
02/25/2017,09:56:18.783,0.315248
02/25/2017,09:56:18.892,0.116144
02/25/2017,09:56:19.339,0.4148
02/25/2017,09:56:20.056,0.7300479999999999
02/25/2017,09:56:20.841,0.796416
02/25/2017,09:56:21.540,0.680272
02/25/2017,09:56:22.539,1.012112
02/25/2017,09:56:23.606,1.061888
02/25/2017,09:56:23.656,0.066368
02/25/2017,09:56:24.159,0.49776
02/25/2017,09:56:24.832,0.6968639999999999
02/25/2017,09:56:25.612,0.7632319999999999
02/25/2017,09:56:26.105,0.5143519999999999
02/25/2017,09:56:26.450,0.298656
02/25/2017,09:56:27.142,0.7300479999999999
02/25/2017,09:56:28.044,0.8793759999999999
02/25/2017,09:56:28.270,0.24888
02/25/2017,09:56:29.178,0.895968
02/25/2017,09:56:29.300,0.099552
02/25/2017,09:56:30.224,0.929152
02/25/2017,09:56:30.231,0.033184
02/25/2017,09:56:30.281,0.033184
02/25/2017,09:56:30.506,0.232288
02/25/2017,09:56:30.570,0.033184
02/25/2017,09:56:30.850,0.282064
02/25/2017,09:56:31.684,0.8461919999999999
02/25/2017,09:56:32.651,0.9789279999999999
02/25/2017,09:56:33.046,0.38161599999999996
02/25/2017,09:56:33.409,0.34843199999999996
02/25/2017,09:56:34.217,0.796416
02/25/2017,09:56:35.127,0.929152
02/25/2017,09:56:36.084,0.962336
02/25/2017,09:56:37.033,0.929152
02/25/2017,09:56:37.654,0.6636799999999999
02/25/2017,09:56:38.738,1.0287039999999998
02/25/2017,09:56:39.754,1.061888
02/25/2017,09:56:40.683,0.9125599999999999
02/25/2017,09:56:41.655,0.929152
02/25/2017,09:56:42.447,0.7632319999999999
02/25/2017,09:56:43.318,0.8793759999999999
02/25/2017,09:56:44.222,0.9125599999999999
02/25/2017,09:56:45.189,0.962336
02/25/2017,09:56:46.039,0.862784
02/25/2017,09:56:46.947,0.8793759999999999
02/25/2017,09:56:47.760,0.862784
02/25/2017,09:56:48.631,0.8461919999999999
02/25/2017,09:56:49.439,0.8296
02/25/2017,09:56:50.330,0.862784
02/25/2017,09:56:51.122,0.779824
02/25/2017,09:56:51.928,0.813008
02/25/2017,09:56:52.774,0.8793759999999999
02/25/2017,09:56:53.613,0.8296
02/25/2017,09:56:54.451,0.8461919999999999
02/25/2017,09:56:55.347,0.862784
02/25/2017,09:56:56.306,0.962336
02/25/2017,09:56:57.308,0.99552
02/25/2017,09:56:58.228,0.929152
02/25/2017,09:56:59.116,0.895968
02/25/2017,09:56:59.995,0.895968
02/25/2017,09:57:01.010,0.9789279999999999
02/25/2017,09:57:02.022,1.0287039999999998
02/25/2017,09:57:03.129,1.045296
02/25/2017,09:57:04.088,0.99552
02/25/2017,09:57:05.076,1.0287039999999998
02/25/2017,09:57:06.190,1.111664
02/25/2017,09:57:07.270,1.061888
02/25/2017,09:57:08.313,1.012112
02/25/2017,09:57:09.262,0.962336
02/25/2017,09:57:10.272,1.0287039999999998
02/25/2017,09:57:11.244,0.962336
02/25/2017,09:57:12.232,0.9789279999999999
02/25/2017,09:57:13.534,1.310768
02/25/2017,09:57:14.403,0.8461919999999999
02/25/2017,09:57:15.248,0.895968
02/25/2017,09:57:15.854,0.58072
02/25/2017,09:57:16.441,0.547536
02/25/2017,09:57:16.757,0.33183999999999997
02/25/2017,09:57:17.124,0.34843199999999996
02/25/2017,09:57:18.088,0.9457439999999999
02/25/2017,09:57:18.834,0.713456
02/25/2017,09:57:19.048,0.232288
02/25/2017,09:57:19.643,0.58072
02/25/2017,09:57:19.697,0.066368
02/25/2017,09:57:19.972,0.298656
02/25/2017,09:57:21.311,0.796416
02/25/2017,09:57:22.597,1.260992
02/25/2017,09:57:23.422,0.813008
02/25/2017,09:57:24.224,0.813008
02/25/2017,09:57:25.122,0.895968
02/25/2017,09:57:25.162,0.049776
02/25/2017,09:57:25.919,0.7632319999999999
02/25/2017,09:57:26.585,0.6636799999999999
02/25/2017,09:57:27.532,0.9457439999999999
02/25/2017,09:57:28.305,0.74664
02/25/2017,09:57:29.264,0.99552
02/25/2017,09:57:30.293,0.9789279999999999
02/25/2017,09:57:31.208,0.9457439999999999
02/25/2017,09:57:32.180,0.9789279999999999
02/25/2017,09:57:32.737,0.530944
02/25/2017,09:57:33.188,0.481168
02/25/2017,09:57:33.293,0.116144
02/25/2017,09:57:33.686,0.36502399999999996
02/25/2017,09:57:34.128,0.431392
02/25/2017,09:57:34.625,0.49776
02/25/2017,09:57:35.590,0.99552
02/25/2017,09:57:36.537,0.9457439999999999
02/25/2017,09:57:37.508,0.929152
02/25/2017,09:57:38.339,0.8793759999999999
02/25/2017,09:57:39.309,0.929152
02/25/2017,09:57:40.298,0.9789279999999999
02/25/2017,09:57:41.148,0.862784
02/25/2017,09:57:42.093,0.9457439999999999
02/25/2017,09:57:43.209,1.0784799999999999
02/25/2017,09:57:43.957,0.713456
02/25/2017,09:57:45.036,1.095072
02/25/2017,09:57:46.050,0.99552
02/25/2017,09:57:46.928,0.9125599999999999
02/25/2017,09:57:47.751,0.796416
02/25/2017,09:57:48.794,1.045296
02/25/2017,09:57:49.644,0.8793759999999999
02/25/2017,09:57:50.518,0.862784
02/25/2017,09:57:51.459,0.895968
02/25/2017,09:57:52.278,0.862784
02/25/2017,09:57:53.177,0.9125599999999999
02/25/2017,09:57:54.146,0.929152
02/25/2017,09:57:54.986,0.8461919999999999
02/25/2017,09:57:55.937,0.9457439999999999
02/25/2017,09:57:56.855,0.9125599999999999
02/25/2017,09:57:57.676,0.862784
02/25/2017,09:57:58.631,0.9457439999999999
02/25/2017,09:57:59.588,0.9457439999999999
02/25/2017,09:58:00.638,1.0784799999999999
02/25/2017,09:58:01.731,1.045296
02/25/2017,09:58:02.349,0.647088
02/25/2017,09:58:03.050,0.680272
02/25/2017,09:58:03.960,0.9457439999999999
02/25/2017,09:58:04.862,0.895968
02/25/2017,09:58:05.815,0.962336
02/25/2017,09:58:06.781,0.929152
02/25/2017,09:58:07.648,0.8461919999999999
02/25/2017,09:58:08.810,1.16144
02/25/2017,09:58:09.840,1.0287039999999998
02/25/2017,09:58:10.910,1.0784799999999999
02/25/2017,09:58:12.128,1.2444
02/25/2017,09:58:13.014,0.895968
02/25/2017,09:58:13.903,0.8793759999999999
02/25/2017,09:58:14.799,0.8793759999999999
02/25/2017,09:58:15.796,0.9789279999999999
02/25/2017,09:58:16.652,0.8461919999999999
02/25/2017,09:58:17.534,0.8461919999999999
02/25/2017,09:58:18.429,0.929152
02/25/2017,09:58:19.290,0.8461919999999999
02/25/2017,09:58:20.382,1.0287039999999998
02/25/2017,09:58:21.281,0.895968
02/25/2017,09:58:22.178,0.862784
02/25/2017,09:58:23.028,0.862784
02/25/2017,09:58:23.947,0.895968
02/25/2017,09:58:24.866,0.929152
02/25/2017,09:58:25.747,0.895968
02/25/2017,09:58:26.755,0.9789279999999999
02/25/2017,09:58:27.677,0.962336
02/25/2017,09:58:28.698,0.99552
02/25/2017,09:58:29.675,0.9789279999999999
02/25/2017,09:58:30.629,0.9457439999999999
02/25/2017,09:58:31.508,0.9125599999999999
02/25/2017,09:58:32.441,0.9125599999999999
02/25/2017,09:58:33.368,0.929152
02/25/2017,09:58:34.273,0.9125599999999999
02/25/2017,09:58:35.229,0.962336
02/25/2017,09:58:36.235,0.9789279999999999
02/25/2017,09:58:37.205,0.9789279999999999
02/25/2017,09:58:38.311,1.128256
02/25/2017,09:58:39.235,0.895968
02/25/2017,09:58:40.077,0.8461919999999999
02/25/2017,09:58:40.789,0.6968639999999999
02/25/2017,09:58:41.691,0.895968
02/25/2017,09:58:42.827,1.16144
02/25/2017,09:58:44.181,1.360544
02/25/2017,09:58:45.068,0.862784
02/25/2017,09:58:45.902,0.862784
02/25/2017,09:58:46.793,0.8793759999999999
02/25/2017,09:58:47.705,0.8793759999999999
02/25/2017,09:58:48.579,0.862784
02/25/2017,09:58:49.365,0.8296
02/25/2017,09:58:50.083,0.713456
02/25/2017,09:58:50.883,0.796416
02/25/2017,09:58:51.796,0.895968
02/25/2017,09:58:52.586,0.813008
02/25/2017,09:58:53.319,0.647088
02/25/2017,09:58:54.279,0.962336
02/25/2017,09:58:55.121,0.8793759999999999
02/25/2017,09:58:55.714,0.58072
02/25/2017,09:58:56.454,0.7632319999999999
02/25/2017,09:58:57.318,0.8461919999999999
02/25/2017,09:58:58.232,0.895968
02/25/2017,09:58:59.047,0.8461919999999999
02/25/2017,09:58:59.911,0.8461919999999999
02/25/2017,09:59:00.787,0.862784
02/25/2017,09:59:01.698,0.929152
02/25/2017,09:59:02.654,0.962336
02/25/2017,09:59:03.735,1.045296
02/25/2017,09:59:04.777,1.045296
02/25/2017,09:59:05.589,0.796416
02/25/2017,09:59:06.387,0.796416
02/25/2017,09:59:06.919,0.547536
02/25/2017,09:59:07.432,0.5143519999999999
02/25/2017,09:59:08.190,0.7632319999999999
02/25/2017,09:59:09.171,0.9789279999999999
02/25/2017,09:59:09.964,0.796416
02/25/2017,09:59:10.691,0.7300479999999999
02/25/2017,09:59:11.482,0.796416
02/25/2017,09:59:12.420,0.929152
02/25/2017,09:59:13.269,0.862784
02/25/2017,09:59:13.739,0.481168
02/25/2017,09:59:14.589,0.8296
02/25/2017,09:59:15.417,0.8296
02/25/2017,09:59:16.295,0.8793759999999999
02/25/2017,09:59:17.198,0.895968
02/25/2017,09:59:18.222,1.012112
02/25/2017,09:59:18.993,0.796416
02/25/2017,09:59:19.834,0.8461919999999999
02/25/2017,09:59:20.684,0.8461919999999999
02/25/2017,09:59:21.561,0.862784
02/25/2017,09:59:22.431,0.8461919999999999
02/25/2017,09:59:23.629,1.2112159999999998
02/25/2017,09:59:24.409,0.796416
02/25/2017,09:59:25.188,0.7632319999999999
02/25/2017,09:59:25.949,0.7632319999999999
02/25/2017,09:59:26.819,0.862784
02/25/2017,09:59:27.677,0.862784
02/25/2017,09:59:28.501,0.8296
02/25/2017,09:59:29.323,0.813008
02/25/2017,09:59:30.329,1.0287039999999998
02/25/2017,09:59:31.379,1.0287039999999998
02/25/2017,09:59:32.183,0.796416
02/25/2017,09:59:32.716,0.530944
02/25/2017,09:59:33.492,0.813008
02/25/2017,09:59:34.566,1.0287039999999998
02/25/2017,09:59:35.351,0.796416
02/25/2017,09:59:36.466,1.045296
02/25/2017,09:59:37.226,0.8296
02/25/2017,09:59:38.120,0.895968
02/25/2017,09:59:39.018,0.862784
02/25/2017,09:59:39.641,0.597312
02/25/2017,09:59:40.438,0.74664
02/25/2017,09:59:40.747,0.315248
02/25/2017,09:59:40.968,0.24888
02/25/2017,09:59:41.298,0.315248
02/25/2017,09:59:41.843,0.547536
02/25/2017,09:59:42.748,0.862784
02/25/2017,09:59:43.301,0.564128
02/25/2017,09:59:44.131,0.796416
02/25/2017,09:59:44.861,0.7632319999999999
02/25/2017,09:59:45.597,0.713456
02/25/2017,09:59:46.398,0.813008
02/25/2017,09:59:47.260,0.8461919999999999
02/25/2017,09:59:48.110,0.862784
02/25/2017,09:59:48.795,0.680272
02/25/2017,09:59:50.041,1.2444
02/25/2017,09:59:50.927,0.8793759999999999
02/25/2017,09:59:51.716,0.779824
02/25/2017,09:59:52.677,0.9457439999999999
02/25/2017,09:59:53.700,1.0287039999999998
02/25/2017,09:59:54.570,0.8296
02/25/2017,09:59:54.859,0.315248
02/25/2017,09:59:55.146,0.298656
02/25/2017,09:59:55.538,0.34843199999999996
02/25/2017,09:59:55.843,0.33183999999999997
02/25/2017,09:59:56.081,0.232288
02/25/2017,09:59:56.392,0.315248
02/25/2017,09:59:56.703,0.315248
02/25/2017,09:59:56.926,0.232288
02/25/2017,09:59:57.805,0.8461919999999999
02/25/2017,09:59:58.707,0.9125599999999999
02/25/2017,09:59:59.252,0.564128
02/25/2017,09:59:59.542,0.282064
02/25/2017,10:00:00.391,0.8461919999999999
02/25/2017,10:00:00.816,0.447984
02/25/2017,10:00:00.885,0.049776
02/25/2017,10:00:01.895,0.99552
02/25/2017,10:00:02.655,0.74664
02/25/2017,10:00:03.525,0.8793759999999999
02/25/2017,10:00:04.336,0.813008
02/25/2017,10:00:05.234,0.8793759999999999
02/25/2017,10:00:05.929,0.713456
02/25/2017,10:00:06.621,0.6968639999999999
02/25/2017,10:00:07.470,0.8461919999999999
02/25/2017,10:00:08.147,0.6636799999999999
02/25/2017,10:00:09.188,1.045296
02/25/2017,10:00:10.797,1.194624
02/25/2017,10:00:11.358,0.547536
02/25/2017,10:00:11.982,0.647088
02/25/2017,10:00:12.628,0.613904
02/25/2017,10:00:12.797,0.18251199999999998
02/25/2017,10:00:13.427,0.613904
02/25/2017,10:00:14.252,0.8461919999999999
02/25/2017,10:00:14.418,0.16591999999999998
02/25/2017,10:00:15.034,0.597312
02/25/2017,10:00:15.775,0.779824
02/25/2017,10:00:16.166,0.34843199999999996
02/25/2017,10:00:16.954,0.796416
02/25/2017,10:00:17.741,0.779824
02/25/2017,10:00:18.440,0.713456
02/25/2017,10:00:19.260,0.796416
02/25/2017,10:00:20.457,1.2112159999999998
02/25/2017,10:00:21.210,0.7632319999999999
02/25/2017,10:00:21.910,0.6968639999999999
02/25/2017,10:00:22.725,0.813008
02/25/2017,10:00:23.633,0.8793759999999999
02/25/2017,10:00:24.529,0.929152
02/25/2017,10:00:25.432,0.895968
02/25/2017,10:00:26.420,0.962336
02/25/2017,10:00:27.369,0.9789279999999999
02/25/2017,10:00:28.361,0.9789279999999999
02/25/2017,10:00:29.312,0.9457439999999999
02/25/2017,10:00:30.477,1.178032
02/25/2017,10:00:31.370,0.895968
02/25/2017,10:00:32.307,0.895968
02/25/2017,10:00:33.207,0.929152
02/25/2017,10:00:34.171,0.962336
02/25/2017,10:00:35.165,0.9789279999999999
02/25/2017,10:00:36.102,0.9789279999999999
02/25/2017,10:00:36.980,0.8793759999999999
02/25/2017,10:00:37.869,0.8461919999999999
02/25/2017,10:00:38.691,0.8461919999999999
02/25/2017,10:00:39.584,0.8793759999999999
02/25/2017,10:00:40.538,0.9789279999999999
02/25/2017,10:00:41.557,1.0287039999999998
02/25/2017,10:00:42.499,0.9125599999999999
02/25/2017,10:00:43.520,1.012112
02/25/2017,10:00:44.474,0.962336
02/25/2017,10:00:45.381,0.9125599999999999
02/25/2017,10:00:46.303,0.895968
02/25/2017,10:00:47.228,0.9125599999999999
02/25/2017,10:00:48.119,0.929152
02/25/2017,10:00:49.031,0.8793759999999999
02/25/2017,10:00:49.939,0.895968
02/25/2017,10:00:50.729,0.779824
02/25/2017,10:00:51.597,0.929152
02/25/2017,10:00:52.397,0.779824
02/25/2017,10:00:53.320,0.862784
02/25/2017,10:00:53.937,0.647088
02/25/2017,10:00:54.549,0.58072
02/25/2017,10:00:54.724,0.215696
02/25/2017,10:00:55.403,0.647088
02/25/2017,10:00:55.579,0.199104
02/25/2017,10:00:56.303,0.6968639999999999
02/25/2017,10:00:57.254,0.9789279999999999
02/25/2017,10:00:58.169,0.8793759999999999
02/25/2017,10:00:58.761,0.613904
02/25/2017,10:00:58.972,0.232288
02/25/2017,10:00:59.584,0.564128
02/25/2017,10:00:59.984,0.447984
02/25/2017,10:01:01.549,0.796416
02/25/2017,10:01:02.579,1.012112
02/25/2017,10:01:03.468,0.9125599999999999
02/25/2017,10:01:04.139,0.6636799999999999
02/25/2017,10:01:05.831,1.6923839999999999
02/25/2017,10:01:06.763,0.8461919999999999
02/25/2017,10:01:07.056,0.298656
02/25/2017,10:01:07.342,0.298656
02/25/2017,10:01:07.616,0.232288
02/25/2017,10:01:08.154,0.597312
02/25/2017,10:01:09.054,0.895968
02/25/2017,10:01:10.507,1.41032
02/25/2017,10:01:11.352,0.8793759999999999
02/25/2017,10:01:12.128,0.7632319999999999
02/25/2017,10:01:13.038,0.895968
02/25/2017,10:01:13.691,0.6636799999999999
02/25/2017,10:01:14.428,0.713456
02/25/2017,10:01:15.187,0.796416
02/25/2017,10:01:15.968,0.779824
02/25/2017,10:01:16.722,0.7300479999999999
02/25/2017,10:01:18.174,1.41032
02/25/2017,10:01:18.485,0.315248
02/25/2017,10:01:18.918,0.431392
02/25/2017,10:01:19.239,0.315248
02/25/2017,10:01:19.515,0.282064
02/25/2017,10:01:19.737,0.232288
02/25/2017,10:01:20.093,0.315248
02/25/2017,10:01:20.346,0.282064
02/25/2017,10:01:20.564,0.215696
02/25/2017,10:01:20.906,0.33183999999999997
02/25/2017,10:01:21.364,0.199104
02/25/2017,10:01:22.015,0.630496
02/25/2017,10:01:22.197,0.215696
02/25/2017,10:01:22.818,0.58072
02/25/2017,10:01:23.391,0.58072
02/25/2017,10:01:23.495,0.132736
02/25/2017,10:01:24.640,1.1448479999999999
02/25/2017,10:01:25.524,0.8461919999999999
02/25/2017,10:01:26.695,1.16144
02/25/2017,10:01:27.487,0.796416
02/25/2017,10:01:28.212,0.7300479999999999
02/25/2017,10:01:29.010,0.796416
02/25/2017,10:01:29.856,0.8461919999999999
02/25/2017,10:01:30.656,0.796416
02/25/2017,10:01:31.465,0.8296
02/25/2017,10:01:32.322,0.8296
02/25/2017,10:01:33.080,0.796416
02/25/2017,10:01:34.093,0.99552
02/25/2017,10:01:34.956,0.862784
02/25/2017,10:01:35.960,0.99552
02/25/2017,10:01:36.850,0.895968
02/25/2017,10:01:37.727,0.8793759999999999
02/25/2017,10:01:38.509,0.779824
02/25/2017,10:01:39.239,0.7300479999999999
02/25/2017,10:01:40.013,0.796416
02/25/2017,10:01:40.908,0.8793759999999999
02/25/2017,10:01:41.798,0.8793759999999999
02/25/2017,10:01:42.648,0.8461919999999999
02/25/2017,10:01:43.380,0.7632319999999999
02/25/2017,10:01:44.180,0.74664
02/25/2017,10:01:44.987,0.8296
02/25/2017,10:01:45.812,0.8296
02/25/2017,10:01:46.662,0.8461919999999999
02/25/2017,10:01:47.288,0.630496
02/25/2017,10:01:48.170,0.8793759999999999
02/25/2017,10:01:48.974,0.796416
02/25/2017,10:01:49.928,0.9457439999999999
02/25/2017,10:01:50.928,0.99552
02/25/2017,10:01:51.608,0.6968639999999999
02/25/2017,10:01:52.251,0.597312
02/25/2017,10:01:53.012,0.7632319999999999
02/25/2017,10:01:53.794,0.74664
02/25/2017,10:01:54.422,0.647088
02/25/2017,10:01:55.515,1.0784799999999999
02/25/2017,10:01:56.497,0.99552
02/25/2017,10:01:58.027,1.5098719999999999
02/25/2017,10:01:58.807,0.7632319999999999
02/25/2017,10:01:59.295,0.49776
02/25/2017,10:02:00.096,0.8296
02/25/2017,10:02:01.057,0.929152
02/25/2017,10:02:01.582,0.547536
02/25/2017,10:02:02.450,0.8461919999999999
02/25/2017,10:02:03.070,0.647088
02/25/2017,10:02:03.713,0.630496
02/25/2017,10:02:04.626,0.895968
02/25/2017,10:02:05.372,0.779824
02/25/2017,10:02:06.104,0.6968639999999999
02/25/2017,10:02:06.894,0.796416
02/25/2017,10:02:07.659,0.779824
02/25/2017,10:02:08.426,0.7632319999999999
02/25/2017,10:02:09.101,0.680272
02/25/2017,10:02:10.028,0.929152
02/25/2017,10:02:11.165,1.095072
02/25/2017,10:02:11.990,0.8461919999999999
02/25/2017,10:02:12.774,0.796416
02/25/2017,10:02:13.620,0.813008
02/25/2017,10:02:14.688,1.0784799999999999
02/25/2017,10:02:16.775,2.090592
02/25/2017,10:02:17.484,0.713456
02/25/2017,10:02:18.262,0.779824
02/25/2017,10:02:19.185,0.9457439999999999
02/25/2017,10:02:19.846,0.630496
02/25/2017,10:02:20.669,0.8461919999999999
02/25/2017,10:02:21.409,0.713456
02/25/2017,10:02:22.148,0.779824
02/25/2017,10:02:22.813,0.630496
02/25/2017,10:02:23.394,0.58072
02/25/2017,10:02:24.175,0.779824
02/25/2017,10:02:25.026,0.813008
02/25/2017,10:02:25.801,0.7632319999999999
02/25/2017,10:02:26.667,0.8793759999999999
02/25/2017,10:02:27.202,0.447984
02/25/2017,10:02:27.558,0.36502399999999996
02/25/2017,10:02:27.993,0.447984
02/25/2017,10:02:28.351,0.33183999999999997
02/25/2017,10:02:28.455,0.132736
02/25/2017,10:02:28.781,0.315248
02/25/2017,10:02:29.454,0.6636799999999999
02/25/2017,10:02:30.252,0.796416
02/25/2017,10:02:30.639,0.38161599999999996
02/25/2017,10:02:30.675,0.033184
02/25/2017,10:02:30.696,0.049776
02/25/2017,10:02:30.742,0.049776
02/25/2017,10:02:30.961,0.199104
02/25/2017,10:02:31.078,0.116144
02/25/2017,10:02:31.096,0.033184
02/25/2017,10:02:31.446,0.33183999999999997
02/25/2017,10:02:31.499,0.049776
02/25/2017,10:02:31.856,0.282064
02/25/2017,10:02:31.870,0.08295999999999999
02/25/2017,10:02:31.885,0.033184
02/25/2017,10:02:31.945,0.049776
02/25/2017,10:02:32.286,0.33183999999999997
02/25/2017,10:02:32.329,0.08295999999999999
02/25/2017,10:02:32.605,0.24888
02/25/2017,10:02:32.738,0.116144
