Id,class_label
371,Vocal
372,Electronic
373,Vocal
374,Pop_Rock
375,Vocal
376,International
377,Pop_Rock
378,Jazz
379,New_Age
380,Latin
381,Folk
382,Rap
383,Latin
384,Jazz
385,Country
386,Blues
387,Country
388,Reggae
389,Vocal
390,Blues
391,Country
392,Pop_Rock
393,RnB
394,Electronic
395,International
396,Country
397,Country
398,RnB
399,Blues
400,Rap
401,RnB
402,Blues
403,Vocal
404,Electronic
405,Reggae
406,Pop_Rock
407,Electronic
408,Latin
409,Blues
410,Vocal
411,Latin
412,International
413,New_Age
414,New_Age
415,Pop_Rock
416,Vocal
417,Rap
418,Electronic
419,Folk
420,Folk
421,Rap
422,Pop_Rock
423,Latin
424,Latin
425,Rap
426,International
427,Reggae
428,Country
429,Folk
430,International
431,Country
432,International
433,Country
434,Latin
435,Blues
436,Electronic
437,Blues
438,Vocal
439,Jazz
440,Folk
441,New_Age
442,Jazz
443,Electronic
444,Folk
445,Pop_Rock
446,International
447,Latin
448,International
449,Latin
450,Electronic
451,New_Age
452,Country
453,Reggae
454,Rap
455,Latin
456,Pop_Rock
457,RnB
458,International
459,Folk
460,New_Age
461,New_Age
462,International
463,International
464,Pop_Rock
465,Latin
466,Blues
467,Latin
468,International
469,Reggae
470,Electronic
471,Rap
472,International
473,Blues
474,Reggae
475,RnB
476,RnB
477,RnB
478,Folk
479,International
480,Blues
481,RnB
482,Folk
483,New_Age
484,Rap
485,International
486,Pop_Rock
487,Latin
488,Vocal
489,Reggae
490,RnB
491,International
492,Jazz
493,Reggae
494,International
495,Electronic
496,Electronic
497,New_Age
498,New_Age
499,Country
500,Rap
501,Latin
502,RnB
503,Vocal
504,Latin
505,New_Age
506,Folk
507,Folk
508,Blues
509,Jazz
510,RnB
511,Jazz
512,RnB
513,Blues
514,RnB
515,Rap
516,Reggae
517,International
518,Country
519,Folk
520,Folk
521,International
522,Jazz
523,Jazz
524,Electronic
525,Reggae
526,Electronic
527,Blues
528,Rap
529,International
530,Pop_Rock
531,RnB
532,Rap
533,Latin
534,Blues
535,Jazz
536,Latin
537,RnB
538,Reggae
539,Pop_Rock
540,Electronic
541,Folk
542,Vocal
543,RnB
544,RnB
545,Vocal
546,Electronic
547,Country
548,Blues
549,Latin
550,Electronic
551,RnB
552,Country
553,Pop_Rock
554,RnB
555,Vocal
556,Rap
557,International
558,Electronic
559,Country
560,Folk
561,Blues
562,Blues
563,Country
564,New_Age
565,Blues
566,International
567,Rap
568,International
569,Country
570,Blues
571,Blues
572,Folk
573,Vocal
574,Vocal
575,Pop_Rock
576,Electronic
577,Pop_Rock
578,Jazz
579,New_Age
580,Jazz
581,Electronic
582,Pop_Rock
583,Country
584,Jazz
585,Blues
586,RnB
587,Country
588,Country
589,Electronic
590,Reggae
591,Jazz
592,International
593,Electronic
594,Country
595,Reggae
596,Jazz
597,Latin
598,Country
599,Rap
600,Country
601,Pop_Rock
602,Jazz
603,Rap
604,Pop_Rock
605,Jazz
606,Jazz
607,International
608,Electronic
609,Latin
610,Reggae
611,Reggae
612,New_Age
613,International
614,Reggae
615,Latin
616,Country
617,Latin
618,Jazz
619,Latin
620,Rap
621,Pop_Rock
622,Electronic
623,Reggae
624,Country
625,Pop_Rock
626,Reggae
627,Pop_Rock
628,New_Age
629,Folk
630,Folk
631,Electronic
632,Pop_Rock
633,New_Age
634,Blues
635,Country
636,Rap
637,International
638,Electronic
639,Reggae
640,New_Age
641,Jazz
642,International
643,Country
644,Pop_Rock
645,Country
646,Folk
647,Pop_Rock
648,Pop_Rock
649,Rap
650,Country
651,Pop_Rock
652,Rap
653,Jazz
654,Folk
655,Reggae
656,Folk
657,RnB
658,RnB
659,Pop_Rock
660,Vocal
661,Jazz
662,Blues
663,Jazz
664,Blues
665,Vocal
666,Rap
667,RnB
668,Jazz
669,Reggae
670,New_Age
671,Vocal
672,Jazz
673,Reggae
674,Rap
675,Vocal
676,International
677,RnB
678,Folk
679,Jazz
680,Country
681,Rap
682,Jazz
683,RnB
684,Jazz
685,Country
686,Pop_Rock
687,Jazz
688,International
689,Reggae
690,International
691,Blues
692,Electronic
693,Country
694,Country
695,New_Age
696,Pop_Rock
697,Vocal
698,Blues
699,Jazz
700,New_Age
701,Reggae
702,Reggae
703,Reggae
704,Country
705,Rap
706,Jazz
707,Country
708,Electronic
709,Latin
710,New_Age
711,Rap
712,Folk
713,Latin
714,Reggae
715,Latin
716,Electronic
717,New_Age
718,Latin
719,International
720,Pop_Rock
721,Rap
722,RnB
723,Folk
724,Reggae
725,International
726,International
727,Reggae
728,Jazz
729,Rap
730,Electronic
731,Electronic
732,Rap
733,Country
734,Jazz
735,Reggae
736,Country
737,Rap
738,Blues
739,Blues
740,International
741,Electronic
742,Country
743,RnB
744,Folk
745,Vocal
746,Rap
747,Country
748,Pop_Rock
749,Rap
750,RnB
751,Country
752,Folk
753,New_Age
754,Country
755,Rap
756,Latin
757,RnB
758,Reggae
759,International
760,New_Age
761,Folk
762,Vocal
763,Blues
764,Blues
765,Folk
766,Rap
767,Blues
768,Pop_Rock
769,Pop_Rock
770,Reggae
771,Folk
772,Blues
773,Reggae
774,RnB
775,Pop_Rock
776,Pop_Rock
777,Jazz
778,Folk
779,Rap
780,International
781,Blues
782,Pop_Rock
783,Blues
784,RnB
785,Electronic
786,Jazz
787,Electronic
788,Reggae
789,New_Age
790,Latin
791,Latin
792,Vocal
793,Blues
794,Rap
795,Blues
796,Blues
797,International
798,Blues
799,Reggae
800,Rap
801,Jazz
802,Jazz
803,Folk
804,Jazz
805,Vocal
806,Folk
807,Blues
808,International
809,Rap
810,Vocal
811,Country
812,Folk
813,Jazz
814,Pop_Rock
815,Folk
816,Country
817,Electronic
818,RnB
819,Folk
820,Rap
821,New_Age
822,Country
823,Rap
824,Electronic
825,Latin
826,Rap
827,Vocal
828,Folk
829,RnB
830,Blues
831,Blues
832,International
833,Rap
834,Reggae
835,Electronic
836,Country
837,Jazz
838,Rap
839,International
840,Electronic
841,Pop_Rock
842,Vocal
843,Vocal
844,Latin
845,Country
846,Rap
847,Jazz
848,Folk
849,Folk
850,Rap
851,Folk
852,Latin
853,International
854,Vocal
855,Reggae
856,International
857,Pop_Rock
858,Electronic
859,Folk
860,New_Age
861,Blues
862,New_Age
863,Reggae
864,Electronic
865,Country
866,Blues
867,Pop_Rock
868,Pop_Rock
869,Rap
870,Folk
871,New_Age
872,Pop_Rock
873,Electronic
874,Country
875,Rap
876,Blues
877,Pop_Rock
878,Electronic
879,Folk
880,Jazz
881,Rap
882,Blues
883,Rap
884,Vocal
885,Country
886,Rap
887,International
888,New_Age
889,Country
890,Rap
891,Reggae
892,RnB
893,Folk
894,Folk
895,Rap
896,New_Age
897,Latin
898,New_Age
899,Vocal
900,Electronic
901,Folk
902,Blues
903,Country
904,Reggae
905,Jazz
906,International
907,Folk
908,Reggae
909,RnB
910,Country
911,Electronic
912,Latin
913,Reggae
914,Reggae
915,Electronic
916,Country
917,International
918,Pop_Rock
919,International
920,Rap
921,Vocal
922,Country
923,Pop_Rock
924,Reggae
925,Folk
926,Pop_Rock
927,RnB
928,Jazz
929,Vocal
930,RnB
931,Pop_Rock
932,Electronic
933,Vocal
934,International
935,New_Age
936,Reggae
937,Reggae
938,New_Age
939,New_Age
940,Blues
941,Reggae
942,Folk
943,Pop_Rock
944,Blues
945,Rap
946,Rap
947,New_Age
948,Latin
949,New_Age
950,Jazz
951,Latin
952,Pop_Rock
953,Country
954,Pop_Rock
955,Country
956,Blues
957,Electronic
958,Rap
959,Pop_Rock
960,Vocal
961,Latin
962,Latin
963,Rap
964,Latin
965,RnB
966,Folk
967,Vocal
968,Electronic
969,Jazz
970,Country
971,Jazz
972,Vocal
973,Pop_Rock
974,Vocal
975,Pop_Rock
976,Rap
977,Country
978,Latin
979,Rap
980,Blues
981,Folk
982,New_Age
983,RnB
984,International
985,RnB
986,New_Age
987,New_Age
988,Folk
989,New_Age
990,Vocal
991,RnB
992,Latin
993,Folk
994,Rap
995,Country
996,Folk
997,Pop_Rock
998,International
999,International
1000,New_Age
1001,Blues
1002,New_Age
1003,Latin
1004,Rap
1005,Vocal
1006,Blues
1007,Rap
1008,Pop_Rock
1009,Blues
1010,Electronic
1011,Country
1012,New_Age
1013,Vocal
1014,Pop_Rock
1015,Electronic
1016,Blues
1017,Latin
1018,International
1019,Latin
1020,Jazz
1021,Country
1022,International
1023,Folk
1024,Country
1025,Rap
1026,Reggae
1027,Pop_Rock
1028,Latin
1029,Jazz
1030,Vocal
1031,Reggae
1032,Folk
1033,Pop_Rock
1034,Jazz
1035,RnB
1036,New_Age
1037,Country
1038,International
1039,Electronic
1040,Electronic
1041,Country
1042,Latin
1043,Latin
1044,Reggae
1045,New_Age
1046,Jazz
1047,Country
1048,Folk
1049,Rap
1050,Jazz
1051,International
1052,Vocal
1053,Blues
1054,Electronic
1055,Reggae
1056,Blues
1057,Reggae
1058,RnB
1059,Pop_Rock
1060,Reggae
1061,Country
1062,Latin
1063,Electronic
1064,Folk
1065,Vocal
1066,Vocal
1067,Country
1068,New_Age
1069,Latin
1070,Electronic
1071,Folk
1072,Folk
1073,Blues
1074,Vocal
1075,International
1076,Reggae
1077,Country
1078,Blues
1079,Jazz
1080,Folk
1081,Folk
1082,Reggae
1083,Jazz
1084,Folk
1085,Electronic
1086,Folk
1087,New_Age
1088,Country
1089,Pop_Rock
1090,Folk
1091,Electronic
1092,RnB
1093,Blues
1094,Pop_Rock
1095,Country
1096,Electronic
1097,Blues
1098,New_Age
1099,Reggae
1100,Blues
1101,Latin
1102,Electronic
1103,Rap
1104,Electronic
1105,Electronic
1106,Latin
1107,Blues
1108,New_Age
1109,Latin
1110,Latin
1111,New_Age
1112,Folk
1113,Reggae
1114,Latin
1115,Electronic
1116,Rap
1117,Electronic
1118,Country
1119,Blues
1120,Folk
1121,Electronic
1122,Jazz
1123,Jazz
1124,Country
1125,International
1126,Rap
1127,Electronic
1128,RnB
1129,Vocal
1130,Reggae
1131,Blues
1132,New_Age
1133,New_Age
1134,Reggae
1135,Latin
1136,Vocal
1137,Folk
1138,New_Age
1139,Folk
1140,Blues
1141,International
1142,Folk
1143,Vocal
1144,Jazz
1145,Folk
1146,RnB
1147,Reggae
1148,Blues
1149,International
1150,Blues
1151,RnB
1152,Folk
1153,Folk
1154,Blues
1155,Country
1156,International
1157,Jazz
1158,Folk
1159,Electronic
1160,Folk
1161,International
1162,Reggae
1163,Latin
1164,Folk
1165,Country
1166,Vocal
1167,Blues
1168,Rap
1169,Vocal
1170,Latin
1171,Country
1172,Pop_Rock
1173,Country
1174,Electronic
1175,Blues
1176,Jazz
1177,Jazz
1178,New_Age
1179,Pop_Rock
1180,Jazz
1181,Rap
1182,Reggae
1183,Pop_Rock
1184,Reggae
1185,Country
1186,Jazz
1187,Electronic
1188,Latin
1189,RnB
1190,RnB
1191,Rap
1192,Reggae
1193,International
1194,Folk
1195,Vocal
1196,Rap
1197,New_Age
1198,Pop_Rock
1199,Blues
1200,Country
1201,Country
1202,Latin
1203,Pop_Rock
1204,Pop_Rock
1205,Latin
1206,Blues
1207,Country
1208,RnB
1209,Pop_Rock
1210,Jazz
1211,RnB
1212,Rap
1213,Latin
1214,New_Age
1215,Rap
1216,Reggae
1217,Pop_Rock
1218,RnB
1219,Vocal
1220,Rap
1221,Country
1222,New_Age
1223,New_Age
1224,Vocal
1225,Electronic
1226,Electronic
1227,Folk
1228,New_Age
1229,Rap
1230,International
1231,Folk
1232,Blues
1233,New_Age
1234,Rap
1235,Country
1236,New_Age
1237,New_Age
1238,Country
1239,Jazz
1240,New_Age
1241,Folk
1242,Country
1243,Rap
1244,Latin
1245,Reggae
1246,RnB
1247,Pop_Rock
1248,Jazz
1249,Blues
1250,Reggae
1251,Jazz
1252,Country
1253,Rap
1254,Reggae
1255,RnB
1256,International
1257,Electronic
1258,Vocal
1259,Pop_Rock
1260,RnB
1261,Vocal
1262,Latin
1263,Vocal
1264,Pop_Rock
1265,Jazz
1266,Electronic
1267,International
1268,RnB
1269,Latin
1270,Rap
1271,International
1272,Jazz
1273,Rap
1274,Country
1275,Pop_Rock
1276,Vocal
1277,Rap
1278,New_Age
1279,Pop_Rock
1280,Blues
1281,Latin
1282,Rap
1283,Jazz
1284,Country
1285,Vocal
1286,New_Age
1287,Pop_Rock
1288,Blues
1289,RnB
1290,Electronic
1291,Blues
1292,Reggae
1293,RnB
1294,Vocal
1295,Folk
1296,New_Age
1297,Latin
1298,Country
1299,Latin
1300,RnB
1301,Folk
1302,Blues
1303,Blues
1304,Jazz
1305,International
1306,Blues
1307,International
1308,Rap
1309,Rap
1310,Jazz
1311,Jazz
1312,Rap
1313,Pop_Rock
1314,Latin
1315,Reggae
1316,Latin
1317,Rap
1318,New_Age
1319,New_Age
1320,Latin
1321,New_Age
1322,Reggae
1323,International
1324,Reggae
1325,Reggae
1326,RnB
1327,Electronic
1328,New_Age
1329,Country
1330,Blues
1331,New_Age
1332,Jazz
1333,Folk
1334,International
1335,Folk
1336,RnB
1337,International
1338,Pop_Rock
1339,Vocal
1340,Vocal
1341,Vocal
1342,Pop_Rock
1343,Folk
1344,International
1345,Electronic
1346,Latin
1347,Latin
1348,Pop_Rock
1349,International
1350,Latin
1351,Country
1352,Pop_Rock
1353,New_Age
1354,Jazz
1355,New_Age
1356,Rap
1357,Electronic
1358,Pop_Rock
1359,Electronic
1360,Rap
1361,New_Age
1362,Rap
1363,Electronic
1364,Reggae
1365,Pop_Rock
1366,Vocal
1367,Country
1368,Pop_Rock
1369,Vocal
1370,Pop_Rock
1371,Blues
1372,Folk
1373,Reggae
1374,New_Age
1375,Electronic
1376,Blues
1377,Country
1378,Latin
1379,New_Age
1380,Country
1381,Reggae
1382,Rap
1383,Rap
1384,Electronic
1385,Rap
1386,New_Age
1387,Country
1388,RnB
1389,Rap
1390,Jazz
1391,Latin
1392,Rap
1393,Electronic
1394,Electronic
1395,Rap
1396,Electronic
1397,Country
1398,Vocal
1399,Blues
1400,RnB
1401,RnB
1402,Electronic
1403,RnB
1404,Latin
1405,RnB
1406,Rap
1407,Pop_Rock
1408,New_Age
1409,International
1410,Blues
1411,Blues
1412,Jazz
1413,Latin
1414,RnB
1415,Latin
1416,Electronic
1417,Jazz
1418,Jazz
1419,Electronic
1420,Reggae
1421,Country
1422,Reggae
1423,Country
1424,Vocal
1425,RnB
1426,Electronic
1427,Latin
1428,New_Age
1429,New_Age
1430,Latin
1431,New_Age
1432,Latin
1433,Pop_Rock
1434,Folk
1435,Jazz
1436,Pop_Rock
1437,Electronic
1438,Vocal
1439,New_Age
1440,New_Age
1441,Blues
1442,Pop_Rock
1443,RnB
1444,Blues
1445,New_Age
1446,Rap
1447,Jazz
1448,Vocal
1449,Vocal
1450,Jazz
1451,Blues
1452,Vocal
1453,Vocal
1454,Jazz
1455,Latin
1456,Reggae
1457,New_Age
1458,RnB
1459,Vocal
1460,Country
1461,New_Age
1462,International
1463,Pop_Rock
1464,Blues
1465,Jazz
1466,Blues
1467,Pop_Rock
1468,Reggae
1469,Blues
1470,International
1471,Vocal
1472,Vocal
1473,Reggae
1474,Vocal
1475,Pop_Rock
1476,Electronic
1477,Pop_Rock
1478,Country
1479,Pop_Rock
1480,Country
1481,Electronic
1482,Country
1483,Pop_Rock
1484,Reggae
1485,Reggae
1486,RnB
1487,Blues
1488,Vocal
1489,Folk
1490,Reggae
1491,RnB
1492,Reggae
1493,Latin
1494,Electronic
1495,Rap
1496,Blues
1497,International
1498,Electronic
1499,International
1500,Jazz
1501,Country
1502,Latin
1503,Blues
1504,New_Age
1505,Latin
1506,Blues
1507,Latin
1508,Blues
1509,Reggae
1510,International
1511,International
1512,New_Age
1513,RnB
1514,Blues
1515,New_Age
1516,New_Age
1517,Vocal
1518,Vocal
1519,Country
1520,Pop_Rock
1521,Latin
1522,Vocal
1523,Jazz
1524,Latin
1525,Pop_Rock
1526,Folk
1527,Blues
1528,Electronic
1529,RnB
1530,Blues
1531,Country
1532,RnB
1533,Blues
1534,International
1535,Rap
1536,Folk
1537,Country
1538,Country
1539,Jazz
1540,Reggae
1541,Folk
1542,Latin
1543,Rap
1544,Reggae
1545,Electronic
1546,Jazz
1547,International
1548,New_Age
1549,Vocal
1550,Reggae
1551,Blues
1552,Electronic
1553,Reggae
1554,International
1555,Electronic
1556,New_Age
1557,Jazz
1558,Blues
1559,Latin
1560,Reggae
1561,Pop_Rock
1562,Jazz
1563,Pop_Rock
1564,Vocal
1565,RnB
1566,Jazz
1567,RnB
1568,Vocal
1569,Reggae
1570,Country
1571,Folk
1572,Vocal
1573,Blues
1574,Blues
1575,Latin
1576,Rap
1577,Country
1578,Reggae
1579,Rap
1580,Electronic
1581,Latin
1582,International
1583,Pop_Rock
1584,New_Age
1585,Country
1586,Electronic
1587,Jazz
1588,Blues
1589,Blues
1590,New_Age
1591,Blues
1592,Rap
1593,Electronic
1594,Reggae
1595,Jazz
1596,Reggae
1597,Vocal
1598,Folk
1599,Pop_Rock
1600,Vocal
1601,Vocal
1602,Country
1603,Blues
1604,Rap
1605,Country
1606,International
1607,Pop_Rock
1608,Rap
1609,Pop_Rock
1610,Blues
1611,Country
1612,Country
1613,Jazz
1614,Jazz
1615,Electronic
1616,Vocal
1617,Electronic
1618,Latin
1619,Country
1620,Pop_Rock
1621,Latin
1622,RnB
1623,Electronic
1624,Country
1625,Latin
1626,Blues
1627,New_Age
1628,Folk
1629,Rap
1630,Country
1631,Vocal
1632,New_Age
1633,Vocal
1634,Blues
1635,New_Age
1636,Folk
1637,Electronic
1638,New_Age
1639,Vocal
1640,Blues
1641,Reggae
1642,New_Age
1643,Rap
1644,Electronic
1645,New_Age
1646,Folk
1647,Vocal
1648,Vocal
1649,Country
1650,Folk
1651,New_Age
1652,Country
1653,Blues
1654,Electronic
1655,Latin
1656,Folk
1657,RnB
1658,RnB
1659,Pop_Rock
1660,New_Age
1661,Folk
1662,Latin
1663,Blues
1664,Rap
1665,Reggae
1666,Folk
1667,RnB
1668,Blues
1669,RnB
1670,Folk
1671,Folk
1672,Folk
1673,Vocal
1674,Jazz
1675,Jazz
1676,Jazz
1677,Pop_Rock
1678,Reggae
1679,Vocal
1680,Folk
1681,Reggae
1682,Folk
1683,International
1684,Pop_Rock
1685,Country
1686,RnB
1687,Electronic
1688,Electronic
1689,Jazz
1690,Pop_Rock
1691,Reggae
1692,Blues
1693,International
1694,International
1695,Jazz
1696,Electronic
1697,International
1698,Country
1699,Latin
1700,Latin
1701,Reggae
1702,New_Age
1703,Vocal
1704,New_Age
1705,Rap
1706,Electronic
1707,Jazz
1708,Latin
1709,Rap
1710,RnB
1711,Blues
1712,Jazz
1713,Rap
1714,Jazz
1715,Rap
1716,International
1717,RnB
1718,Vocal
1719,Folk
1720,Vocal
1721,Pop_Rock
1722,Vocal
1723,International
1724,Electronic
1725,Vocal
1726,New_Age
1727,International
1728,New_Age
1729,RnB
1730,Country
1731,Reggae
1732,RnB
1733,Pop_Rock
1734,Jazz
1735,Pop_Rock
1736,International
1737,Blues
1738,Country
1739,Rap
1740,Jazz
1741,Rap
1742,Electronic
1743,International
1744,Blues
1745,RnB
1746,Reggae
1747,Vocal
1748,Latin
1749,Latin
1750,Blues
1751,New_Age
1752,Pop_Rock
1753,Electronic
1754,International
1755,International
1756,Country
1757,Folk
1758,Electronic
1759,Jazz
1760,New_Age
1761,Latin
1762,Electronic
1763,Blues
1764,International
1765,Reggae
1766,New_Age
1767,Pop_Rock
1768,Latin
1769,Latin
1770,Folk
1771,Vocal
1772,Reggae
1773,International
1774,RnB
1775,Rap
1776,RnB
1777,Latin
1778,Blues
1779,Blues
1780,Electronic
1781,Folk
1782,Jazz
1783,Folk
1784,Latin
1785,Latin
1786,Latin
1787,Vocal
1788,Blues
1789,Jazz
1790,International
1791,Electronic
1792,Reggae
1793,Reggae
1794,International
1795,Country
1796,Reggae
1797,New_Age
1798,RnB
1799,Electronic
1800,Jazz
1801,New_Age
1802,Folk
1803,New_Age
1804,Reggae
1805,Jazz
1806,Blues
1807,Vocal
1808,Reggae
1809,Jazz
1810,International
1811,International
1812,Jazz
1813,RnB
1814,Blues
1815,Reggae
1816,New_Age
1817,Pop_Rock
1818,Reggae
1819,Jazz
1820,Blues
1821,Jazz
1822,International
1823,Electronic
1824,Country
1825,Jazz
1826,Jazz
1827,Country
1828,Rap
1829,Vocal
1830,Pop_Rock
1831,Blues
1832,Reggae
1833,Folk
1834,Blues
1835,RnB
1836,Rap
1837,International
1838,Rap
1839,Reggae
1840,Vocal
1841,Country
1842,Vocal
1843,Electronic
1844,Blues
1845,Latin
1846,Jazz
1847,Folk
1848,RnB
1849,Reggae
1850,Jazz
1851,Country
1852,Country
1853,Folk
1854,New_Age
1855,Folk
1856,Vocal
1857,Folk
1858,Blues
1859,Folk
1860,Electronic
1861,New_Age
1862,Latin
1863,RnB
1864,Country
1865,Rap
1866,Reggae
1867,Latin
1868,Electronic
1869,International
1870,Folk
1871,International
1872,Folk
1873,Reggae
1874,Jazz
1875,New_Age
1876,Electronic
1877,Electronic
1878,Reggae
1879,New_Age
1880,Reggae
1881,Electronic
1882,Jazz
1883,Country
1884,International
1885,RnB
1886,Vocal
1887,Country
1888,Rap
1889,Rap
1890,Latin
1891,Reggae
1892,Vocal
1893,Pop_Rock
1894,Vocal
1895,International
1896,Country
1897,Latin
1898,Vocal
1899,Latin
1900,Electronic
1901,International
1902,Country
1903,Blues
1904,Latin
1905,International
1906,Jazz
1907,Latin
1908,Latin
1909,Country
1910,Reggae
1911,Blues
1912,Rap
1913,Pop_Rock
1914,Vocal
1915,Jazz
1916,Electronic
1917,Country
1918,Latin
1919,New_Age
1920,Folk
1921,Blues
1922,Rap
1923,Jazz
1924,Jazz
1925,Latin
1926,Folk
1927,Jazz
1928,RnB
1929,RnB
1930,Folk
1931,New_Age
1932,Electronic
1933,Country
1934,Country
1935,Blues
1936,RnB
1937,Rap
1938,Folk
1939,Folk
1940,Rap
1941,Electronic
1942,Pop_Rock
1943,Jazz
1944,New_Age
1945,Electronic
1946,Folk
1947,New_Age
1948,Pop_Rock
1949,RnB
1950,Pop_Rock
1951,Reggae
1952,Vocal
1953,Electronic
1954,Electronic
1955,Electronic
1956,Jazz
1957,Pop_Rock
1958,New_Age
1959,Blues
1960,Vocal
1961,Vocal
1962,Rap
1963,New_Age
1964,Pop_Rock
1965,Rap
1966,Folk
1967,International
1968,Jazz
1969,Vocal
1970,Reggae
1971,New_Age
1972,Reggae
1973,New_Age
1974,Pop_Rock
1975,New_Age
1976,Vocal
1977,International
1978,Pop_Rock
1979,Country
1980,Jazz
1981,Reggae
1982,Country
1983,Folk
1984,Blues
1985,Electronic
1986,Vocal
1987,Latin
1988,Folk
1989,Reggae
1990,Latin
1991,Vocal
1992,Pop_Rock
1993,Folk
1994,Blues
1995,Electronic
1996,Rap
1997,Jazz
1998,Vocal
1999,Vocal
2000,Blues
2001,Blues
2002,Country
2003,Vocal
